,0
5531,1.5320371184744707e-05
5532,1.8725882206475774e-05
5533,1.86833278202449e-05
5534,3.4903481945843244e-06
5535,3.831772811517843e-06
5536,4.7944695666677164e-06
5537,5.167745492904657e-06
5538,5.916863193791247e-06
5539,7.04154910461386e-06
5540,7.807324601892894e-06
5541,7.148573363948851e-06
5542,6.23223935868731e-06
5543,6.019244011368063e-06
5544,5.6179723143525575e-06
5545,5.285410067187186e-06
5546,3.9301696948628e-06
5547,5.219758183720774e-06
5548,5.911823042874608e-06
5549,6.688212153792969e-06
5550,6.166061736695956e-06
5551,4.564922654868445e-06
5552,3.5517845250417025e-06
5553,3.941050041815831e-06
5554,4.584870396476117e-06
5555,6.360014309011115e-06
5556,8.09681213651555e-06
5557,3.944160606653853e-06
5558,8.372687432822667e-06
5559,9.163251920095807e-06
5560,9.63623798314064e-06
5561,9.910067304533957e-06
5562,1.0249388357502169e-05
5563,1.0558165377461215e-05
5564,1.0831515274157793e-05
5565,1.1265034781649445e-05
5566,1.1727520754965001e-05
5567,1.211233850260059e-05
5568,4.189485358621224e-06
5569,1.2318905143957026e-05
5570,1.2852653861572674e-05
5571,1.624900443441109e-05
5572,2.159986188475597e-05
5573,2.5215748655589885e-05
5574,2.2054210014836413e-05
5575,1.7470628760327153e-05
5576,1.2577474108467397e-05
5577,8.680085071266437e-06
5578,7.393914752429856e-06
5579,4.005259869466093e-06
5580,6.478885749032148e-06
5581,4.7121883397014065e-06
5582,4.217512213629569e-06
5583,4.122593363469129e-06
5584,4.698265834213693e-06
5585,5.423768956200671e-06
5586,6.0628090414298505e-06
5587,7.018304130624662e-06
5588,7.70702462981525e-06
5589,9.145287870518858e-06
5590,3.928328268593588e-06
5591,9.024070516758149e-06
5592,8.874850909822051e-06
5593,3.8594151545656016e-06
5594,3.704809570033099e-06
5595,3.6581798029565757e-06
5596,4.380137072335879e-06
5597,5.184767476745352e-06
5598,6.022233530572529e-06
5599,6.596605771474964e-06
5600,7.829534706154075e-06
5601,8.052762902751269e-06
5602,6.179051578748599e-06
5603,5.289959744353751e-06
5604,4.787791376108859e-06
5605,4.440246148410619e-06
5606,1.7515149702432384e-05
5607,2.6472194376056913e-05
5608,2.386212380117637e-05
5609,2.0438960217416406e-05
5610,3.068890018238883e-05
5611,1.2951065898628492e-05
5612,9.379024448146364e-06
5613,7.150740080755421e-06
5614,7.380521805734725e-06
5615,7.61217442445017e-06
5616,5.576017712108069e-06
5617,1.2556199822381758e-05
5618,3.138927066285127e-06
5619,2.313901611719369e-05
5620,2.8884016894984682e-05
5621,8.048866468167894e-06
5622,2.0798420067593438e-05
5623,8.73328042908629e-06
5624,6.220382774557478e-06
5625,8.274478380822713e-06
5626,2.596335809069429e-05
5627,2.354389944763105e-05
5628,2.5979267272193682e-05
5629,1.6961884584256446e-05
5630,2.3063432733049063e-05
5631,2.3379876188424845e-05
5632,2.547062248236415e-05
5633,2.6386620269252513e-05
5634,6.653869026859954e-05
5635,1.5924454458655707e-05
5636,1.1704501424896477e-05
5637,1.8727857248727244e-05
5638,1.5663560726772528e-05
5639,2.1019941181709357e-05
5640,5.015714010952225e-05
5641,1.5126289837503675e-05
5642,1.7515149702432384e-05
5643,2.2696305781404128e-05
5644,1.3526126847895906e-05
5645,3.0813620277780716e-06
5646,3.0285950135959717e-06
5647,3.281677557127912e-06
5648,3.0165954393541954e-06
5649,2.812583494600911e-06
5650,2.9804656716454838e-06
5651,4.1044791514705765e-06
5652,3.635479286054877e-06
5653,5.284978632317294e-06
5654,6.605886280681093e-06
5655,6.508522407101976e-06
5656,8.911474262152843e-06
5657,2.869541877977871e-06
5658,1.3037862401461091e-05
5659,7.038700260491411e-06
5660,4.002963651237349e-06
5661,3.980774686248665e-06
5662,3.4140790847535718e-06
5663,3.3775583548664156e-06
5664,2.970190191823632e-06
5665,2.6941274252348115e-06
5666,2.9976861919933156e-06
5667,3.4011443790522345e-06
5668,2.7242288320209786e-06
5669,2.9100122456219805e-06
5670,2.9739376510062286e-06
5671,3.4561432528509014e-06
5672,4.8233083581725636e-06
5673,6.515684793790758e-06
5674,7.4391544045280785e-06
5675,6.991355720140587e-06
5676,6.332449580010132e-06
5677,6.052413676699867e-06
5678,5.791334282332697e-06
5679,3.447269661944662e-06
5680,6.390556457198934e-06
5681,7.662987078257176e-06
5682,6.61495002809997e-06
5683,4.6814783163986346e-06
5684,4.199893967592694e-06
5685,4.2875578840140425e-06
5686,4.107063899888453e-06
5687,5.198419284050029e-06
5688,6.24271737042638e-06
5689,6.8376564998388324e-06
5690,5.9179223434581304e-06
5691,5.910462019851424e-06
5692,5.04998746106254e-06
5693,5.088047337586804e-06
5694,6.1304234768802636e-06
5695,7.1182990539526935e-06
5696,6.94224393706796e-06
5697,6.209398409648944e-06
5698,5.017969422156549e-06
5699,3.157495278843484e-06
5700,2.9052282629083136e-06
5701,7.216789418885609e-06
5702,3.546709181974979e-06
5703,4.002486756584559e-06
5704,1.720293031355804e-05
5705,3.0615719049958956e-05
5706,2.983847373136399e-06
5707,2.3719742122097872e-05
5708,1.3286070459692857e-05
5709,1.0339538698092263e-05
5710,9.090204377327732e-06
5711,7.591772736558154e-06
5712,5.746941490052554e-06
5713,3.1363843884898775e-06
5714,3.115761111166844e-06
5715,3.390206197615961e-06
5716,3.4261766459140724e-06
5717,1.6299915433891425e-05
5718,2.2751716315568343e-05
5719,4.540252630534596e-06
5720,1.3385041734105102e-05
5721,5.16250573875011e-05
5722,4.647892661935164e-05
5723,3.314683663702148e-05
5724,2.244966696680696e-05
5725,1.7342786683187662e-05
5726,1.215643589787636e-05
5727,5.222679366956863e-06
5728,7.812829251426262e-06
5729,4.429299905617041e-06
5730,1.1629608013927134e-05
5731,1.3447800684472681e-05
5732,8.494858170195728e-06
5733,5.635405868286892e-05
5734,1.2499419272854476e-05
5735,1.2634700551271591e-05
5736,2.151145714421399e-05
5737,1.1008392137209274e-05
5738,1.1459282560950188e-05
5739,8.95948832243649e-06
5740,7.5819689284114085e-06
5741,1.797689103355326e-05
5742,2.6477331800020592e-05
5743,1.5000729340265359e-05
5744,2.5322368853969506e-05
5745,2.5283334899177538e-05
5746,1.133569032544207e-05
5747,3.2256609037135744e-05
5748,3.777272992275916e-05
5749,7.91272013625524e-06
5750,9.320293418092461e-06
5751,2.8005488965120726e-05
5752,1.1332547519983608e-05
5753,1.6299915433891425e-05
5754,1.0123266427621931e-05
5755,1.6479727612342518e-05
5756,4.5703130144405e-06
5757,5.777104808579068e-06
5758,5.614603770396579e-06
5759,7.960507605882091e-06
5760,8.145060353910437e-06
5761,9.395443635697962e-06
5762,4.476138738517958e-06
5763,6.274544231928603e-06
5764,3.6471206893914535e-06
5765,3.6305508858382095e-06
5766,6.167774779024555e-06
5767,5.013127387205722e-06
5768,1.5571310166491226e-05
5769,4.442033588635976e-06
5770,6.137327553285191e-06
5771,7.662774224964644e-06
5772,4.832637148901438e-06
5773,5.020208871296798e-06
5774,4.1048715688979545e-06
5775,5.4308123483930115e-06
5776,4.794130826746205e-06
5777,4.612670837223845e-06
5778,9.258685469009238e-06
5779,9.415468622127022e-06
5780,7.2236730413555e-06
5781,1.0733478812018145e-05
5782,8.257519436213471e-06
5783,3.80015491668726e-06
5784,6.437982260764403e-06
5785,8.39042696042158e-06
5786,1.0427325694764088e-05
5787,1.1774721109568193e-05
5788,3.7126219100474045e-06
5789,3.829558865291444e-06
5790,7.606252396949656e-06
5791,3.9602937990628465e-06
5792,6.82974354761361e-06
5793,6.2622210696522925e-06
5794,7.099166589159001e-06
5795,7.092628942343647e-06
5796,1.2080949064056317e-05
5797,1.1327264170436814e-05
5798,1.6437436285143482e-05
5799,2.4615180187170286e-05
5800,1.627942920515696e-05
5801,8.150363801221443e-06
5802,8.11913675211029e-06
5803,1.938758942889695e-05
5804,2.4465305519517414e-05
5805,2.4748761717743027e-05
5806,3.052194706170392e-05
5807,1.461819702842718e-05
5808,1.9266069937350712e-05
5809,1.5094867532754342e-05
5810,1.087649004785454e-05
5811,1.978335132733232e-05
5812,6.1951156744664e-06
5813,6.0826067818322615e-06
5814,4.891316891548175e-06
5815,9.68853212914028e-06
5816,2.5461201996505696e-05
5817,4.866679696575467e-06
5818,3.279832255997569e-05
5819,2.9291334568625305e-05
5820,2.0375462625035374e-05
5821,1.9473573249086337e-05
5822,9.488613233458651e-05
5823,1.7819151624896087e-05
5824,9.319839634825653e-06
5825,9.795673891509993e-06
5826,3.482062635530593e-05
5827,1.1595558307175302e-05
5828,6.0388646140040925e-05
5829,6.128949325192924e-05
5830,9.028731519385754e-05
5831,3.9029306528829624e-05
5832,7.237399003422408e-05
5833,6.111441677551002e-05
5834,4.291105239345095e-05
5835,2.926795701499194e-05
5836,1.7567753014103674e-05
5837,8.138895220318615e-06
5838,3.32348378370522e-05
5839,8.011199351266972e-06
5840,3.3987581832977046e-05
5841,4.4039776719780185e-05
5842,5.472122852773831e-05
5843,2.1547918046247985e-05
5844,1.5590059783823042e-05
5845,3.1381740249563615e-05
5846,3.2784798195206894e-05
5847,2.0103382649759274e-05
5848,3.112224333690943e-05
5849,5.032071963135347e-06
5850,1.827449483315694e-06
5851,3.536827720550965e-05
5852,5.1627667559287666e-05
5853,6.227637215979365e-05
5854,3.7196336939281435e-05
5855,3.083008210779428e-05
5856,2.712421185342383e-05
5857,3.6839719888748016e-05
5858,2.371549531256614e-05
5859,3.526903764314838e-05
5860,4.363182679754415e-05
5861,2.7420062635792916e-05
5862,3.1894677868896645e-05
5863,4.621964325770485e-05
5864,7.94841616461105e-06
5865,5.079477989087578e-06
5866,6.9615022904688656e-06
5867,8.799990569853748e-06
5868,9.584272853248957e-06
5869,6.240349263803241e-06
5870,4.85072862230808e-06
5871,4.050442279165918e-06
5872,4.364964534494411e-06
5873,4.033403096046892e-06
5874,2.935552810463657e-06
5875,2.598267844658126e-06
5876,4.842543014805177e-06
5877,3.3293383423058712e-06
5878,3.846773481386273e-06
5879,4.0755083025831644e-06
5880,4.349534892345529e-06
5881,4.0842763012823545e-06
5882,3.818296778338155e-06
5883,3.7539884113681506e-06
5884,3.576365623336724e-06
5885,2.9181734235322676e-06
5886,2.2644491524614494e-06
5887,3.5835727204380672e-06
5888,1.9680388780268173e-06
5889,2.1948655072679337e-06
5890,2.601034205316185e-06
5891,2.89902479138857e-06
5892,3.468395379428772e-06
5893,4.279926859141641e-06
5894,4.615353685178292e-06
5895,5.302230412341601e-06
5896,5.6903493377585605e-06
5897,5.850135584409313e-06
5898,3.5980599202768428e-06
5899,7.283275097385041e-06
5900,6.798659352442753e-06
5901,5.696407866502118e-06
5902,4.930100074293786e-06
5903,4.71187383293337e-06
5904,5.094621185426672e-06
5905,5.655284413264204e-06
5906,5.862316771737666e-06
5907,5.803460668068165e-06
5908,5.438274906598393e-06
5909,3.369013862975645e-06
5910,5.858302100120153e-06
5911,5.764580275416918e-06
5912,6.73337910976728e-06
5913,6.29221996865283e-06
5914,5.930052035626598e-06
5915,5.7856793971302195e-06
5916,6.04556079075869e-06
5917,7.106717106912404e-06
5918,8.081206900469064e-06
5919,9.147294324514704e-06
5920,3.521434095644315e-06
5921,9.459525204695681e-06
5922,9.001117693249319e-06
5923,3.127230884588586e-06
5924,2.6778523769340667e-06
5925,5.8927713818243596e-06
5926,2.666194394477307e-06
5927,3.1287571606037986e-06
5928,4.45572962006205e-06
5929,4.023931815575073e-06
5930,4.511784853487584e-06
5931,4.7331975912162095e-06
5932,4.815220953550556e-06
5933,4.971427105040304e-06
5934,5.4136345615695785e-06
5935,5.868158760297756e-06
5936,2.1400139724704448e-05
5937,0.00017613440529395637
5938,0.0001730256897419275
5939,8.983573635379049e-05
5940,3.5148891303819646e-05
5941,7.134356329122994e-06
5942,3.53803117601553e-06
5943,3.10314526881243e-06
5944,1.9384593367794863e-06
5945,2.2712713265188315e-06
5946,2.404228129103341e-06
5947,2.1902061345835795e-05
5948,2.504690294201936e-06
5949,2.6249527380626605e-05
5950,2.0466146440024166e-05
5951,2.8692239949330817e-05
5952,3.866128184038299e-05
5953,2.0256551463498873e-05
5954,3.336261744365728e-05
5955,3.595313191524757e-05
5956,8.233115772624777e-06
5957,1.995474834974094e-05
5958,2.3336027105913215e-05
5959,3.912369630833279e-05
5960,2.9799544750085505e-05
5961,3.115146514112334e-05
5962,2.3130964261481027e-05
5963,3.672801891762136e-05
5964,5.084414239560121e-05
5965,2.1343262345037423e-05
5966,2.9603680080244027e-05
5967,3.15528953326323e-05
5968,2.0950576274575447e-05
5969,2.026984972988604e-05
5970,5.4560406929813196e-05
5971,2.0672052250945627e-05
5972,2.1400139724704448e-05
5973,2.408267847127412e-05
5974,2.025820147635522e-05
5975,2.5197270061348084e-06
5976,3.5517125645523676e-06
5977,7.992184832647516e-06
5978,9.503090939740092e-06
5979,1.2585299987192489e-05
5980,1.5381379050568576e-05
5981,1.4865851464949838e-05
5982,1.2456650649385453e-05
5983,1.1576611070260733e-05
5984,1.0320135093663513e-05
5985,8.940141131368525e-06
5986,7.847545091852794e-06
5987,3.498816282632085e-06
5988,8.129362836566324e-06
5989,9.647299914794493e-06
5990,7.380227429207855e-06
5991,6.718000466150447e-06
5992,7.080417946719045e-06
5993,7.75324575761694e-06
5994,8.341956304519465e-06
5995,8.73308613706767e-06
5996,9.157472328239655e-06
5997,8.970972644181022e-06
5998,3.458772235711787e-06
5999,8.459039933168929e-06
6000,7.658969661505512e-06
6001,6.779043090607993e-06
6002,6.6316338433005055e-06
6003,6.992074591170397e-06
6004,6.986310684311879e-06
6005,6.5422701454305185e-06
6006,6.704839113905829e-06
6007,7.255275716087984e-06
6008,7.620618989071101e-06
6009,3.41751682561232e-06
6010,6.148425654032458e-06
6011,5.259937000474056e-06
6012,4.847198235992789e-06
6013,4.089083016744454e-06
6014,3.927775817493269e-06
6015,3.7835737279710442e-06
6016,3.891093377918369e-06
6017,4.456991009605648e-06
6018,5.3069518169973846e-06
6019,6.867210346242677e-06
6020,3.3695697430782768e-06
6021,8.305326322655764e-06
6022,9.041561502079057e-06
6023,9.642313502473502e-06
6024,9.713119096635147e-06
6025,8.802323551204734e-06
6026,8.17068128364874e-06
6027,7.158852794654993e-06
6028,5.306749632812353e-06
6029,4.424082850505557e-06
6030,3.7588936775845882e-06
6031,3.43409281377991e-06
6032,3.310393298577244e-06
6033,3.260897677743938e-06
6034,3.90272393397796e-06
6035,4.385260438972937e-06
6036,2.957149052853119e-06
6037,4.129441772048271e-06
6038,4.229784644338372e-06
6039,4.691645620680715e-06
6040,5.344954022911749e-06
6041,6.303189895078921e-06
6042,6.917202107271166e-06
6043,8.993123116677963e-06
6044,7.606712650056028e-06
6045,7.385321413661281e-06
6046,7.999687920527484e-06
6047,3.593148150539342e-05
6048,1.7527007519065628e-05
6049,1.6679762057938048e-05
6050,1.6417662403135715e-05
6051,2.6541411620229352e-05
6052,1.0059129154944458e-05
6053,2.3977557550872852e-05
6054,3.275852878845895e-05
6055,6.381175826360619e-06
6056,6.716280459364118e-06
6057,6.84977688930483e-06
6058,3.7893059814323956e-05
6059,7.122115280470943e-06
6060,2.3259186767978794e-05
6061,3.765327490256227e-05
6062,1.5576277772369584e-05
6063,2.6469139275385987e-05
6064,5.4101516903922595e-06
6065,1.1850608249046248e-05
6066,2.196703862490846e-05
6067,5.963630109981268e-06
6068,6.0233203395780015e-06
6069,8.531464696419384e-06
6070,5.496839016323118e-06
6071,3.531371214559252e-05
6072,1.9774817231534002e-05
6073,2.1261290375479567e-05
6074,2.530713621812364e-05
6075,2.4506219291338867e-05
6076,7.201683074759339e-06
6077,9.514992363141404e-06
6078,2.784972471823025e-05
6079,1.325550864066062e-05
6080,2.2545902817473445e-05
6081,2.6166411625111373e-05
6082,2.7747025444098326e-05
6083,3.593148150539342e-05
6084,2.9740436223109125e-05
6085,2.166464046184663e-05
6086,7.010104787091301e-06
6087,6.419796138758603e-06
6088,9.702366278926282e-06
6089,8.437856369445982e-06
6090,6.397890474269488e-06
6091,1.3094323653056425e-05
6092,1.3235650640567368e-05
6093,1.710267743403632e-05
6094,1.4541280784032217e-05
6095,1.0061630078248645e-05
6096,7.289636219956431e-06
6097,5.5656575867242555e-06
6098,5.976471713010047e-06
6099,5.435145276886048e-06
6100,6.264360933696624e-06
6101,7.702566573151454e-06
6102,6.84117161533697e-06
6103,6.27217752455268e-06
6104,5.980641030733975e-06
6105,6.006053504666426e-06
6106,5.985419521178112e-06
6107,5.676997848343094e-06
6108,5.2688119155855755e-06
6109,6.170972188448661e-06
6110,8.458811410502012e-06
6111,1.1838976873869259e-05
6112,9.075534566164165e-06
6113,6.154537957033129e-06
6114,6.409721345800578e-06
6115,6.800791348189574e-06
6116,1.1702660577187975e-05
6117,1.747262932579609e-05
6118,1.4922951010184526e-05
6119,1.3987075305498204e-05
6120,8.821215055238104e-06
6121,8.602748421765041e-06
6122,1.2870086699739041e-05
6123,1.5226579375950105e-05
6124,9.337143946518314e-06
6125,1.0976815816747407e-05
6126,8.57270651726402e-06
6127,8.001725231862562e-06
6128,8.060878883739622e-06
6129,1.5988195212799518e-05
6130,1.0156475216184897e-05
6131,1.0102164845412874e-05
6132,1.3526715909672673e-05
6133,1.0691936401196708e-05
6134,6.885489150839999e-06
6135,5.26397525165376e-06
6136,7.105107866244292e-06
6137,7.802605779852702e-06
6138,9.227196969145194e-06
6139,5.312479485365074e-06
6140,5.793869874530702e-06
6141,5.52136474984025e-06
6142,6.793688426306386e-06
6143,6.603266889797409e-06
6144,6.815217458276976e-06
6145,4.35145213347567e-06
6146,3.6556149178357827e-06
6147,6.7855018145746675e-06
6148,3.1074561465007712e-06
6149,7.270443956571331e-06
6150,1.2752939201752778e-05
6151,1.9029731551037423e-05
6152,6.565772200498473e-06
6153,5.778942026454844e-06
6154,8.98082663296752e-06
6155,1.439115037988209e-05
6156,1.0683386854689976e-05
6157,1.0040898983678437e-05
6158,6.146372489657887e-06
6159,3.074323457415957e-06
6160,5.593933082386666e-06
6161,1.264212923083678e-05
6162,1.9989430888016075e-05
6163,2.4291449725930238e-05
6164,4.2716071503562995e-05
6165,3.726400023296783e-05
6166,2.0558930390283068e-05
6167,7.668191680239555e-06
6168,5.436181324429308e-06
6169,6.277148307102946e-06
6170,6.917551757461229e-06
6171,2.755804632828055e-05
6172,5.92523556184549e-05
6173,6.028176178487127e-06
6174,3.8972132434600105e-06
6175,7.874041756268347e-06
6176,1.0280234879567476e-05
6177,6.1441190225526135e-06
6178,3.8843702251391086e-06
6179,5.674833599966545e-06
6180,9.508429891533244e-06
6181,2.038271903574709e-05
6182,1.280451352845791e-05
6183,0.00014664370408415132
6184,1.1532654355152876e-05
6185,0.0002096110247180417
6186,0.0002024730503071001
6187,2.4501000865689988e-05
6188,6.091585985894364e-06
6189,5.365973040369488e-06
6190,1.4615179719758169e-05
6191,4.1389058867890786e-05
6192,0.00023645022947540022
6193,6.660723646018063e-06
6194,6.146372489657887e-06
6195,1.6555721032989862e-05
6196,2.1721558858158387e-05
6197,7.262256723922983e-06
6198,6.444621326774052e-06
6199,1.1683464162482274e-05
6200,1.9338449848850597e-05
6201,8.982530178729393e-06
6202,5.062168152277623e-06
6203,8.93264688572591e-06
6204,7.286286534907289e-06
6205,1.0910507000324818e-05
6206,1.4934994500164895e-05
6207,2.449508102824035e-05
6208,8.292838853248248e-06
6209,6.998508462565721e-06
6210,6.929258190308677e-06
6211,7.041991413135356e-06
6212,7.806713785841098e-06
6213,7.159538240270868e-06
6214,7.686226817600511e-06
6215,7.271961380443054e-06
6216,9.104040439251688e-06
6217,8.03008931148069e-06
6218,1.1425772471523716e-05
6219,8.275928286106369e-06
6220,7.371815696920898e-06
6221,3.2838403996176925e-05
6222,2.5039177184745265e-05
6223,2.001636104247877e-05
6224,2.057802640923415e-05
6225,3.110534464896502e-05
6226,4.991849906850614e-05
6227,5.3270902456993605e-05
6228,4.337092316553736e-05
6229,3.3316955985637946e-05
6230,2.2554460702565826e-05
6231,1.2433654422039103e-05
6232,1.9678805172734642e-05
6233,2.68707111977231e-05
6234,3.173009237071488e-05
6235,2.3762866329495403e-05
6236,2.836793951948377e-05
6237,2.5562761506294844e-05
6238,3.609190162961214e-05
6239,4.531570713815986e-05
6240,2.560825543554219e-05
6241,1.2726567750694057e-05
6242,1.1239703983451884e-05
6243,1.6115350659706117e-05
6244,2.102422496651131e-05
6245,3.259568360273981e-05
6246,8.933673634343562e-06
6247,7.168150997183593e-06
6248,5.436660084712493e-06
6249,9.183188583164435e-06
6250,7.306111006355932e-06
6251,1.1264920253568804e-05
6252,9.488589893070215e-06
6253,8.27396778886615e-06
6254,9.08632053290908e-06
6255,7.113651801104605e-06
6256,7.714198301958815e-06
6257,2.3006124695036157e-05
6258,6.589918033940861e-06
6259,6.635242665673438e-06
6260,8.931458756492073e-06
6261,7.953059636459131e-06
6262,1.1838479079693482e-05
6263,3.060625143452728e-05
6264,3.3163552609231704e-05
6265,3.354838626903168e-05
6266,3.085600134730875e-05
6267,2.9750462845324673e-05
6268,1.80380612929815e-05
6269,4.827908928991364e-06
6270,7.361894073888933e-06
6271,7.2047202078408385e-06
6272,1.2949534967356144e-05
6273,4.745813579712382e-06
6274,1.5997379630750914e-05
6275,7.758193424214109e-06
6276,4.3929411281143994e-05
6277,9.218998759028481e-06
6278,4.168902361048243e-06
6279,7.352593467361688e-06
6280,3.866331102775611e-05
6281,6.588195687389215e-06
6282,5.633165045402651e-06
6283,1.1540618515286002e-05
6284,7.55305477705391e-06
6285,5.0067721452344716e-06
6286,8.15326661927562e-06
6287,4.039502479173881e-06
6288,7.397904419525199e-06
6289,2.492771680714164e-05
6290,1.9378936640398928e-05
6291,6.8014369905238055e-06
6292,2.024290857552567e-05
6293,0.0001242022261555416
6294,1.9676444486040482e-05
6295,2.3376057720919886e-05
6296,3.535613377343461e-05
6297,2.136645122576885e-05
6298,1.1049939049460215e-05
6299,7.71297002395719e-06
6300,9.617959087237717e-06
6301,6.216289288946463e-06
6302,1.724234615675264e-05
6303,2.6840285229345114e-05
6304,4.567852728797271e-05
6305,4.827908928991364e-06
6306,2.4607036349412504e-05
6307,7.051929696412393e-05
6308,6.570440190057177e-06
6309,2.1540295513087457e-05
6310,6.251773077178041e-06
6311,6.714275935576084e-06
6312,6.194963672855174e-06
6313,1.4760976840095843e-05
6314,1.3644495417291058e-05
6315,2.992130475759726e-06
6316,3.7083089991290585e-06
6317,6.934253921260445e-06
6318,6.9718318650909575e-06
6319,5.754639142150847e-06
6320,3.0034167061011693e-05
6321,4.45504470471481e-06
6322,4.306981267134794e-06
6323,6.136741348669902e-06
6324,3.5146611980692967e-06
6325,4.590715057919052e-06
6326,4.702693023678897e-06
6327,7.208834529582562e-06
6328,6.389976369379889e-06
6329,5.75504558549391e-06
6330,8.041512880650903e-06
6331,1.4426855059524889e-05
6332,3.2937591963054065e-06
6333,7.35194873379835e-06
6334,1.0912836317088747e-05
6335,1.1075348053627215e-05
6336,8.315608567697696e-06
6337,7.462705069733897e-06
6338,5.264891198197354e-06
6339,4.073905324330674e-06
6340,3.886274077727929e-06
6341,6.821768665227614e-06
6342,9.837901995090907e-06
6343,1.2071746300745012e-05
6344,8.24207427553574e-06
6345,4.35075707757077e-06
6346,2.928865106525021e-06
6347,3.79233287335407e-06
6348,3.5243354322713246e-06
6349,3.957215543374072e-06
6350,2.8018147327416532e-06
6351,4.368621804724696e-06
6352,3.932729175791787e-06
6353,5.410416743037784e-06
6354,6.154761259478703e-06
6355,9.160698872957615e-06
6356,1.1912232313551445e-05
6357,7.989450707376347e-06
6358,4.33261530443768e-06
6359,4.359587423737502e-06
6360,6.9356236082659e-06
6361,1.317200578930586e-05
6362,1.7989774180043376e-05
6363,3.075181880605959e-05
6364,2.0078389986959874e-05
6365,2.928809247482243e-05
6366,2.7669924832351708e-05
6367,4.966892204343979e-06
6368,1.360320166152612e-05
6369,1.0748686854826388e-05
6370,1.4602672693666218e-05
6371,3.0566754082168087e-06
6372,1.0771078027926335e-05
6373,1.3612715768308999e-05
6374,7.950231375199645e-06
6375,5.891959141293827e-06
6376,2.0757580646966934e-05
6377,9.626074236035432e-06
6378,5.783255289378164e-06
6379,6.141811202721628e-06
6380,1.5162381893719457e-05
6381,3.4051386450658295e-05
6382,1.0418106616493572e-05
6383,1.0299688954521655e-05
6384,2.3379507375735512e-05
6385,1.2611923487855016e-05
6386,1.001366063912138e-05
6387,9.501257121523892e-06
6388,1.2059288603049004e-05
6389,1.3945018049968891e-05
6390,1.4951642771807571e-05
6391,1.285118235720188e-05
6392,2.212988219673467e-05
6393,9.49613947792388e-06
6394,4.56114072016206e-06
6395,1.1111622670590308e-05
6396,1.1650087751301392e-05
6397,1.5693875298385022e-05
6398,3.059678874452797e-05
6399,1.7016659552597617e-05
6400,1.0946979965504333e-05
6401,1.787001352007565e-05
6402,1.0567716975816998e-05
6403,2.022700715110237e-05
6404,1.8034472689118425e-05
6405,1.136833116307601e-05
6406,6.381150859719892e-05
6407,2.742062088585601e-05
6408,2.3895178060647333e-05
6409,9.382290877620866e-06
6410,7.769251351429475e-06
6411,8.244269967845424e-06
6412,3.2364634200382704e-05
6413,1.4430252263279771e-05
6414,2.0703234923986363e-05
6415,1.412928284783175e-05
6416,1.5162381893719457e-05
6417,1.0939457887168589e-05
6418,2.0694137881720688e-05
6419,2.3176486520253707e-05
6420,2.0158133899924517e-05
6421,8.36619537767138e-06
6422,7.687778520820569e-06
6423,7.122748092614291e-06
6424,6.7988633271373785e-06
6425,6.9251153411056255e-06
6426,8.12109317876032e-06
6427,9.907590192819699e-06
6428,1.0426920189649176e-05
6429,1.1208992028777559e-05
6430,1.198478712046388e-05
6431,1.8070077865956977e-05
6432,1.41215368103938e-05
6433,1.4791407469660892e-05
6434,1.4946520693242377e-05
6435,1.1652651438244832e-05
6436,1.0531360722855716e-05
6437,9.113451116494885e-06
6438,2.6173874817753538e-05
6439,7.504570541894946e-06
6440,6.045882805617826e-06
6441,3.3348763792699846e-06
6442,1.691462857795929e-05
6443,3.939513256650954e-06
6444,2.6679741093112055e-06
6445,2.0856849633252297e-06
6446,2.9501204812690892e-06
6447,2.682227593125751e-06
6448,2.842038738946008e-06
6449,2.466810171894097e-06
6450,2.485428946292663e-06
6451,2.275045548644908e-06
6452,2.092429255047901e-06
6453,1.488158014808261e-05
6454,1.8298386553094406e-06
6455,2.4264308120358326e-06
6456,1.6265545554958332e-06
6457,2.0006471677259204e-06
6458,4.494747047520425e-06
6459,4.40173541778089e-06
6460,6.0830290253577424e-06
6461,5.632366230722344e-06
6462,5.779968586192346e-06
6463,6.396114830845086e-06
6464,1.3224123432758268e-05
6465,7.270535025429981e-06
6466,7.176144178335442e-06
6467,7.494762579472791e-06
6468,9.422382378302394e-06
6469,9.210433489903805e-06
6470,9.885140610331881e-06
6471,9.511640973853102e-06
6472,7.737338763846048e-06
6473,2.0338780251128184e-05
6474,1.47711927896299e-05
6475,1.1853051769747836e-05
6476,8.845192924853867e-06
6477,1.8199527879132377e-05
6478,1.0244160391421928e-05
6479,7.79340529441134e-06
6480,2.3529748809195847e-05
6481,7.51588285718881e-06
6482,7.519767078168168e-06
6483,7.915475168707312e-06
6484,8.13994654520322e-06
6485,8.494362651455915e-06
6486,8.76150927793813e-06
6487,8.979319543117998e-06
6488,9.01854028540307e-06
6489,8.872004035203985e-06
6490,8.387039135480702e-06
6491,9.42066352854999e-06
6492,2.0160411753893778e-05
6493,1.8284247033808285e-05
6494,1.7042238114346376e-05
6495,1.2106056881313792e-05
6496,1.758615547220333e-05
6497,1.5326398328354325e-05
6498,1.4278376888498888e-05
6499,1.2687041820674606e-05
6500,1.0827787484327706e-05
6501,1.2602162378740928e-05
6502,1.11839625242355e-05
6503,1.2183747731234352e-05
6504,1.739156459868891e-05
