loss,step
tensor(0.0242, grad_fn=<MseLossBackward0>),4850
tensor(0.0072, grad_fn=<MseLossBackward0>),4860
tensor(0.0127, grad_fn=<MseLossBackward0>),4870
tensor(0.0045, grad_fn=<MseLossBackward0>),4880
tensor(0.0121, grad_fn=<MseLossBackward0>),4890
tensor(0.0041, grad_fn=<MseLossBackward0>),4900
tensor(0.0019, grad_fn=<MseLossBackward0>),4910
tensor(0.0053, grad_fn=<MseLossBackward0>),4920
tensor(0.0029, grad_fn=<MseLossBackward0>),4930
tensor(0.0013, grad_fn=<MseLossBackward0>),4940
tensor(0.0018, grad_fn=<MseLossBackward0>),4950
tensor(0.0834, grad_fn=<MseLossBackward0>),4960
tensor(0.0093, grad_fn=<MseLossBackward0>),4970
tensor(0.0585, grad_fn=<MseLossBackward0>),4980
tensor(0.0303, grad_fn=<MseLossBackward0>),4990
tensor(0.0118, grad_fn=<MseLossBackward0>),5000
tensor(0.0015, grad_fn=<MseLossBackward0>),5010
tensor(0.0063, grad_fn=<MseLossBackward0>),5020
tensor(0.0139, grad_fn=<MseLossBackward0>),5030
tensor(0.0033, grad_fn=<MseLossBackward0>),5040
tensor(0.0155, grad_fn=<MseLossBackward0>),5050
tensor(0.0140, grad_fn=<MseLossBackward0>),5060
tensor(0.0192, grad_fn=<MseLossBackward0>),5070
tensor(0.0022, grad_fn=<MseLossBackward0>),5080
tensor(0.0017, grad_fn=<MseLossBackward0>),5090
tensor(0.0031, grad_fn=<MseLossBackward0>),5100
tensor(0.0211, grad_fn=<MseLossBackward0>),5110
tensor(0.0066, grad_fn=<MseLossBackward0>),5120
tensor(0.0128, grad_fn=<MseLossBackward0>),5130
tensor(0.0307, grad_fn=<MseLossBackward0>),5140
tensor(0.0249, grad_fn=<MseLossBackward0>),5150
tensor(0.0032, grad_fn=<MseLossBackward0>),5160
tensor(0.0410, grad_fn=<MseLossBackward0>),5170
tensor(0.0035, grad_fn=<MseLossBackward0>),5180
tensor(0.0297, grad_fn=<MseLossBackward0>),5190
tensor(0.0729, grad_fn=<MseLossBackward0>),5200
tensor(0.0213, grad_fn=<MseLossBackward0>),5210
tensor(0.0072, grad_fn=<MseLossBackward0>),5220
tensor(0.0072, grad_fn=<MseLossBackward0>),5230
tensor(0.0248, grad_fn=<MseLossBackward0>),5240
tensor(0.0062, grad_fn=<MseLossBackward0>),5250
tensor(0.0078, grad_fn=<MseLossBackward0>),5260
tensor(0.0504, grad_fn=<MseLossBackward0>),5270
tensor(0.0034, grad_fn=<MseLossBackward0>),5280
tensor(0.0009, grad_fn=<MseLossBackward0>),5290
tensor(0.0086, grad_fn=<MseLossBackward0>),5300
tensor(0.0721, grad_fn=<MseLossBackward0>),5310
tensor(0.0020, grad_fn=<MseLossBackward0>),5320
tensor(0.0008, grad_fn=<MseLossBackward0>),5330
tensor(0.0014, grad_fn=<MseLossBackward0>),5340
tensor(0.0004, grad_fn=<MseLossBackward0>),5350
tensor(0.0129, grad_fn=<MseLossBackward0>),5360
tensor(0.0033, grad_fn=<MseLossBackward0>),5370
tensor(0.0047, grad_fn=<MseLossBackward0>),5380
tensor(0.0012, grad_fn=<MseLossBackward0>),5390
tensor(0.0606, grad_fn=<MseLossBackward0>),5400
tensor(0.0064, grad_fn=<MseLossBackward0>),5410
tensor(0.0035, grad_fn=<MseLossBackward0>),5420
tensor(0.0017, grad_fn=<MseLossBackward0>),5430
tensor(0.0698, grad_fn=<MseLossBackward0>),5440
tensor(0.0375, grad_fn=<MseLossBackward0>),5450
tensor(0.0052, grad_fn=<MseLossBackward0>),5460
tensor(0.0162, grad_fn=<MseLossBackward0>),5470
tensor(0.0171, grad_fn=<MseLossBackward0>),5480
tensor(0.0039, grad_fn=<MseLossBackward0>),5490
tensor(0.0099, grad_fn=<MseLossBackward0>),5500
tensor(0.0047, grad_fn=<MseLossBackward0>),5510
tensor(0.0151, grad_fn=<MseLossBackward0>),5520
tensor(0.0027, grad_fn=<MseLossBackward0>),5530
tensor(0.0021, grad_fn=<MseLossBackward0>),5540
tensor(0.0006, grad_fn=<MseLossBackward0>),5550
tensor(0.0079, grad_fn=<MseLossBackward0>),5560
tensor(0.0463, grad_fn=<MseLossBackward0>),5570
tensor(0.0039, grad_fn=<MseLossBackward0>),5580
tensor(0.0182, grad_fn=<MseLossBackward0>),5590
tensor(0.0021, grad_fn=<MseLossBackward0>),5600
tensor(0.0092, grad_fn=<MseLossBackward0>),5610
tensor(0.0020, grad_fn=<MseLossBackward0>),5620
tensor(0.0279, grad_fn=<MseLossBackward0>),5630
tensor(0.0010, grad_fn=<MseLossBackward0>),5640
tensor(0.0452, grad_fn=<MseLossBackward0>),5650
tensor(0.0103, grad_fn=<MseLossBackward0>),5660
tensor(0.0074, grad_fn=<MseLossBackward0>),5670
tensor(0.0186, grad_fn=<MseLossBackward0>),5680
tensor(0.0313, grad_fn=<MseLossBackward0>),5690
tensor(0.0011, grad_fn=<MseLossBackward0>),5700
tensor(0.0389, grad_fn=<MseLossBackward0>),5710
tensor(0.0044, grad_fn=<MseLossBackward0>),5720
tensor(0.0636, grad_fn=<MseLossBackward0>),5730
tensor(0.0009, grad_fn=<MseLossBackward0>),5740
tensor(0.0054, grad_fn=<MseLossBackward0>),5750
tensor(0.0024, grad_fn=<MseLossBackward0>),5760
tensor(0.0101, grad_fn=<MseLossBackward0>),5770
tensor(0.0029, grad_fn=<MseLossBackward0>),5780
tensor(0.0002, grad_fn=<MseLossBackward0>),5790
tensor(0.0059, grad_fn=<MseLossBackward0>),5800
tensor(0.0788, grad_fn=<MseLossBackward0>),5810
tensor(0.0574, grad_fn=<MseLossBackward0>),5820
tensor(0.0040, grad_fn=<MseLossBackward0>),5830
tensor(0.0056, grad_fn=<MseLossBackward0>),5840
tensor(0.0052, grad_fn=<MseLossBackward0>),5850
tensor(0.0066, grad_fn=<MseLossBackward0>),5860
tensor(0.0056, grad_fn=<MseLossBackward0>),5870
tensor(0.0011, grad_fn=<MseLossBackward0>),5880
tensor(0.0014, grad_fn=<MseLossBackward0>),5890
tensor(0.0553, grad_fn=<MseLossBackward0>),5900
tensor(0.0024, grad_fn=<MseLossBackward0>),5910
tensor(0.0245, grad_fn=<MseLossBackward0>),5920
tensor(0.0691, grad_fn=<MseLossBackward0>),5930
tensor(0.0077, grad_fn=<MseLossBackward0>),5940
tensor(0.0203, grad_fn=<MseLossBackward0>),5950
tensor(0.0417, grad_fn=<MseLossBackward0>),5960
tensor(0.0029, grad_fn=<MseLossBackward0>),5970
tensor(0.0005, grad_fn=<MseLossBackward0>),5980
tensor(0.0057, grad_fn=<MseLossBackward0>),5990
tensor(0.0007, grad_fn=<MseLossBackward0>),6000
tensor(0.0100, grad_fn=<MseLossBackward0>),6010
tensor(0.0644, grad_fn=<MseLossBackward0>),6020
tensor(0.0007, grad_fn=<MseLossBackward0>),6030
tensor(0.0091, grad_fn=<MseLossBackward0>),6040
tensor(0.0046, grad_fn=<MseLossBackward0>),6050
tensor(0.0020, grad_fn=<MseLossBackward0>),6060
tensor(0.0007, grad_fn=<MseLossBackward0>),6070
tensor(0.0080, grad_fn=<MseLossBackward0>),6080
tensor(0.0075, grad_fn=<MseLossBackward0>),6090
tensor(0.0068, grad_fn=<MseLossBackward0>),6100
tensor(0.0042, grad_fn=<MseLossBackward0>),6110
tensor(0.0180, grad_fn=<MseLossBackward0>),6120
tensor(0.0041, grad_fn=<MseLossBackward0>),6130
tensor(0.0010, grad_fn=<MseLossBackward0>),6140
tensor(0.0017, grad_fn=<MseLossBackward0>),6150
tensor(0.0005, grad_fn=<MseLossBackward0>),6160
tensor(0.0018, grad_fn=<MseLossBackward0>),6170
tensor(0.0052, grad_fn=<MseLossBackward0>),6180
tensor(0.0181, grad_fn=<MseLossBackward0>),6190
tensor(0.0062, grad_fn=<MseLossBackward0>),6200
tensor(0.0576, grad_fn=<MseLossBackward0>),6210
tensor(0.0018, grad_fn=<MseLossBackward0>),6220
tensor(0.0102, grad_fn=<MseLossBackward0>),6230
tensor(0.0017, grad_fn=<MseLossBackward0>),6240
tensor(0.0625, grad_fn=<MseLossBackward0>),6250
tensor(0.0016, grad_fn=<MseLossBackward0>),6260
tensor(0.0042, grad_fn=<MseLossBackward0>),6270
tensor(0.0452, grad_fn=<MseLossBackward0>),6280
tensor(0.0182, grad_fn=<MseLossBackward0>),6290
tensor(0.0019, grad_fn=<MseLossBackward0>),6300
tensor(0.0047, grad_fn=<MseLossBackward0>),6310
tensor(0.0013, grad_fn=<MseLossBackward0>),6320
tensor(0.0256, grad_fn=<MseLossBackward0>),6330
tensor(0.0006, grad_fn=<MseLossBackward0>),6340
tensor(0.0095, grad_fn=<MseLossBackward0>),6350
tensor(0.0014, grad_fn=<MseLossBackward0>),6360
tensor(0.0009, grad_fn=<MseLossBackward0>),6370
tensor(0.0008, grad_fn=<MseLossBackward0>),6380
tensor(0.0189, grad_fn=<MseLossBackward0>),6390
tensor(0.0005, grad_fn=<MseLossBackward0>),6400
tensor(0.0005, grad_fn=<MseLossBackward0>),6410
tensor(0.0081, grad_fn=<MseLossBackward0>),6420
tensor(0.0064, grad_fn=<MseLossBackward0>),6430
tensor(0.0008, grad_fn=<MseLossBackward0>),6440
tensor(0.0013, grad_fn=<MseLossBackward0>),6450
tensor(0.0108, grad_fn=<MseLossBackward0>),6460
tensor(0.0073, grad_fn=<MseLossBackward0>),6470
tensor(0.0038, grad_fn=<MseLossBackward0>),6480
tensor(0.0128, grad_fn=<MseLossBackward0>),6490
tensor(0.0585, grad_fn=<MseLossBackward0>),6500
tensor(0.0030, grad_fn=<MseLossBackward0>),6510
tensor(0.0067, grad_fn=<MseLossBackward0>),6520
tensor(0.0013, grad_fn=<MseLossBackward0>),6530
tensor(0.0145, grad_fn=<MseLossBackward0>),6540
tensor(0.0013, grad_fn=<MseLossBackward0>),6550
tensor(0.0592, grad_fn=<MseLossBackward0>),6560
tensor(0.0009, grad_fn=<MseLossBackward0>),6570
tensor(0.0368, grad_fn=<MseLossBackward0>),6580
tensor(0.0007, grad_fn=<MseLossBackward0>),6590
tensor(0.0172, grad_fn=<MseLossBackward0>),6600
tensor(0.0010, grad_fn=<MseLossBackward0>),6610
tensor(0.0074, grad_fn=<MseLossBackward0>),6620
tensor(0.0018, grad_fn=<MseLossBackward0>),6630
tensor(0.0055, grad_fn=<MseLossBackward0>),6640
tensor(0.0200, grad_fn=<MseLossBackward0>),6650
tensor(0.0555, grad_fn=<MseLossBackward0>),6660
tensor(0.0014, grad_fn=<MseLossBackward0>),6670
tensor(0.0024, grad_fn=<MseLossBackward0>),6680
tensor(0.0207, grad_fn=<MseLossBackward0>),6690
tensor(0.0013, grad_fn=<MseLossBackward0>),6700
tensor(0.0029, grad_fn=<MseLossBackward0>),6710
tensor(0.0003, grad_fn=<MseLossBackward0>),6720
tensor(0.0011, grad_fn=<MseLossBackward0>),6730
tensor(0.0008, grad_fn=<MseLossBackward0>),6740
tensor(0.0159, grad_fn=<MseLossBackward0>),6750
tensor(0.0214, grad_fn=<MseLossBackward0>),6760
tensor(0.0210, grad_fn=<MseLossBackward0>),6770
tensor(0.0847, grad_fn=<MseLossBackward0>),6780
tensor(0.0041, grad_fn=<MseLossBackward0>),6790
tensor(0.0034, grad_fn=<MseLossBackward0>),6800
tensor(0.0012, grad_fn=<MseLossBackward0>),6810
tensor(0.0731, grad_fn=<MseLossBackward0>),6820
tensor(0.0074, grad_fn=<MseLossBackward0>),6830
tensor(0.0080, grad_fn=<MseLossBackward0>),6840
tensor(0.0268, grad_fn=<MseLossBackward0>),6850
tensor(0.0054, grad_fn=<MseLossBackward0>),6860
tensor(0.0031, grad_fn=<MseLossBackward0>),6870
tensor(0.0039, grad_fn=<MseLossBackward0>),6880
tensor(0.0305, grad_fn=<MseLossBackward0>),6890
tensor(0.0052, grad_fn=<MseLossBackward0>),6900
tensor(0.0005, grad_fn=<MseLossBackward0>),6910
tensor(0.0013, grad_fn=<MseLossBackward0>),6920
tensor(0.0065, grad_fn=<MseLossBackward0>),6930
tensor(0.0086, grad_fn=<MseLossBackward0>),6940
tensor(0.0010, grad_fn=<MseLossBackward0>),6950
tensor(0.0147, grad_fn=<MseLossBackward0>),6960
tensor(0.0088, grad_fn=<MseLossBackward0>),6970
tensor(0.0038, grad_fn=<MseLossBackward0>),6980
tensor(0.0006, grad_fn=<MseLossBackward0>),6990
tensor(0.0252, grad_fn=<MseLossBackward0>),7000
tensor(0.0612, grad_fn=<MseLossBackward0>),7010
tensor(0.0245, grad_fn=<MseLossBackward0>),7020
tensor(0.0006, grad_fn=<MseLossBackward0>),7030
tensor(0.0006, grad_fn=<MseLossBackward0>),7040
tensor(0.0013, grad_fn=<MseLossBackward0>),7050
tensor(0.0006, grad_fn=<MseLossBackward0>),7060
tensor(0.0010, grad_fn=<MseLossBackward0>),7070
tensor(0.0053, grad_fn=<MseLossBackward0>),7080
tensor(0.0075, grad_fn=<MseLossBackward0>),7090
tensor(0.0087, grad_fn=<MseLossBackward0>),7100
tensor(0.0269, grad_fn=<MseLossBackward0>),7110
tensor(0.0314, grad_fn=<MseLossBackward0>),7120
tensor(0.0008, grad_fn=<MseLossBackward0>),7130
tensor(0.0195, grad_fn=<MseLossBackward0>),7140
tensor(0.0033, grad_fn=<MseLossBackward0>),7150
tensor(0.0017, grad_fn=<MseLossBackward0>),7160
tensor(0.0009, grad_fn=<MseLossBackward0>),7170
tensor(0.0163, grad_fn=<MseLossBackward0>),7180
tensor(0.0113, grad_fn=<MseLossBackward0>),7190
tensor(0.0101, grad_fn=<MseLossBackward0>),7200
tensor(0.0150, grad_fn=<MseLossBackward0>),7210
tensor(0.0030, grad_fn=<MseLossBackward0>),7220
tensor(0.0040, grad_fn=<MseLossBackward0>),7230
tensor(0.0122, grad_fn=<MseLossBackward0>),7240
tensor(0.0005, grad_fn=<MseLossBackward0>),7250
tensor(0.0115, grad_fn=<MseLossBackward0>),7260
tensor(0.0256, grad_fn=<MseLossBackward0>),7270
tensor(0.0003, grad_fn=<MseLossBackward0>),7280
tensor(0.0014, grad_fn=<MseLossBackward0>),7290
tensor(0.0022, grad_fn=<MseLossBackward0>),7300
tensor(0.0066, grad_fn=<MseLossBackward0>),7310
tensor(0.0294, grad_fn=<MseLossBackward0>),7320
tensor(0.0061, grad_fn=<MseLossBackward0>),7330
tensor(0.0081, grad_fn=<MseLossBackward0>),7340
tensor(0.0052, grad_fn=<MseLossBackward0>),7350
tensor(0.0073, grad_fn=<MseLossBackward0>),7360
tensor(0.0015, grad_fn=<MseLossBackward0>),7370
tensor(0.0043, grad_fn=<MseLossBackward0>),7380
tensor(0.0305, grad_fn=<MseLossBackward0>),7390
tensor(0.0006, grad_fn=<MseLossBackward0>),7400
tensor(0.0018, grad_fn=<MseLossBackward0>),7410
tensor(0.0046, grad_fn=<MseLossBackward0>),7420
tensor(0.0678, grad_fn=<MseLossBackward0>),7430
tensor(0.0042, grad_fn=<MseLossBackward0>),7440
tensor(0.0030, grad_fn=<MseLossBackward0>),7450
tensor(0.0102, grad_fn=<MseLossBackward0>),7460
tensor(0.0110, grad_fn=<MseLossBackward0>),7470
tensor(0.0073, grad_fn=<MseLossBackward0>),7480
tensor(0.0536, grad_fn=<MseLossBackward0>),7490
tensor(0.0009, grad_fn=<MseLossBackward0>),7500
tensor(0.0015, grad_fn=<MseLossBackward0>),7510
tensor(0.0030, grad_fn=<MseLossBackward0>),7520
tensor(0.0020, grad_fn=<MseLossBackward0>),7530
tensor(0.0004, grad_fn=<MseLossBackward0>),7540
tensor(0.0424, grad_fn=<MseLossBackward0>),7550
tensor(0.0004, grad_fn=<MseLossBackward0>),7560
tensor(0.0312, grad_fn=<MseLossBackward0>),7570
tensor(0.0002, grad_fn=<MseLossBackward0>),7580
tensor(0.0079, grad_fn=<MseLossBackward0>),7590
tensor(0.0191, grad_fn=<MseLossBackward0>),7600
tensor(0.0044, grad_fn=<MseLossBackward0>),7610
tensor(0.0006, grad_fn=<MseLossBackward0>),7620
tensor(0.0128, grad_fn=<MseLossBackward0>),7630
tensor(0.0022, grad_fn=<MseLossBackward0>),7640
tensor(0.0006, grad_fn=<MseLossBackward0>),7650
tensor(0.0016, grad_fn=<MseLossBackward0>),7660
tensor(0.0133, grad_fn=<MseLossBackward0>),7670
tensor(0.0188, grad_fn=<MseLossBackward0>),7680
tensor(0.0012, grad_fn=<MseLossBackward0>),7690
tensor(0.0058, grad_fn=<MseLossBackward0>),7700
tensor(0.0138, grad_fn=<MseLossBackward0>),7710
tensor(0.0113, grad_fn=<MseLossBackward0>),7720
tensor(0.0003, grad_fn=<MseLossBackward0>),7730
tensor(0.0069, grad_fn=<MseLossBackward0>),7740
tensor(0.0051, grad_fn=<MseLossBackward0>),7750
tensor(0.0011, grad_fn=<MseLossBackward0>),7760
tensor(0.0005, grad_fn=<MseLossBackward0>),7770
tensor(0.0133, grad_fn=<MseLossBackward0>),7780
tensor(0.0652, grad_fn=<MseLossBackward0>),7790
tensor(0.0012, grad_fn=<MseLossBackward0>),7800
tensor(0.0051, grad_fn=<MseLossBackward0>),7810
tensor(0.0025, grad_fn=<MseLossBackward0>),7820
tensor(0.0235, grad_fn=<MseLossBackward0>),7830
tensor(0.0072, grad_fn=<MseLossBackward0>),7840
tensor(0.0003, grad_fn=<MseLossBackward0>),7850
tensor(0.0024, grad_fn=<MseLossBackward0>),7860
tensor(0.0730, grad_fn=<MseLossBackward0>),7870
tensor(0.0019, grad_fn=<MseLossBackward0>),7880
tensor(0.0244, grad_fn=<MseLossBackward0>),7890
tensor(0.0025, grad_fn=<MseLossBackward0>),7900
tensor(0.0017, grad_fn=<MseLossBackward0>),7910
tensor(0.0048, grad_fn=<MseLossBackward0>),7920
tensor(0.0218, grad_fn=<MseLossBackward0>),7930
tensor(0.0211, grad_fn=<MseLossBackward0>),7940
tensor(0.0042, grad_fn=<MseLossBackward0>),7950
tensor(0.0003, grad_fn=<MseLossBackward0>),7960
tensor(0.0007, grad_fn=<MseLossBackward0>),7970
tensor(0.0028, grad_fn=<MseLossBackward0>),7980
tensor(0.0187, grad_fn=<MseLossBackward0>),7990
tensor(0.0007, grad_fn=<MseLossBackward0>),8000
tensor(0.0341, grad_fn=<MseLossBackward0>),8010
tensor(0.0003, grad_fn=<MseLossBackward0>),8020
tensor(0.0290, grad_fn=<MseLossBackward0>),8030
tensor(0.0009, grad_fn=<MseLossBackward0>),8040
tensor(0.0017, grad_fn=<MseLossBackward0>),8050
tensor(0.0008, grad_fn=<MseLossBackward0>),8060
tensor(0.0218, grad_fn=<MseLossBackward0>),8070
tensor(0.0009, grad_fn=<MseLossBackward0>),8080
tensor(0.0349, grad_fn=<MseLossBackward0>),8090
tensor(0.0002, grad_fn=<MseLossBackward0>),8100
tensor(0.0046, grad_fn=<MseLossBackward0>),8110
tensor(0.0229, grad_fn=<MseLossBackward0>),8120
tensor(0.0278, grad_fn=<MseLossBackward0>),8130
tensor(0.0052, grad_fn=<MseLossBackward0>),8140
tensor(0.0035, grad_fn=<MseLossBackward0>),8150
tensor(0.0261, grad_fn=<MseLossBackward0>),8160
tensor(0.0004, grad_fn=<MseLossBackward0>),8170
tensor(0.0043, grad_fn=<MseLossBackward0>),8180
tensor(0.0019, grad_fn=<MseLossBackward0>),8190
tensor(0.0038, grad_fn=<MseLossBackward0>),8200
tensor(0.0143, grad_fn=<MseLossBackward0>),8210
tensor(0.0004, grad_fn=<MseLossBackward0>),8220
tensor(0.0004, grad_fn=<MseLossBackward0>),8230
tensor(0.0033, grad_fn=<MseLossBackward0>),8240
tensor(0.0180, grad_fn=<MseLossBackward0>),8250
tensor(0.0079, grad_fn=<MseLossBackward0>),8260
tensor(0.0252, grad_fn=<MseLossBackward0>),8270
tensor(0.0022, grad_fn=<MseLossBackward0>),8280
tensor(0.0148, grad_fn=<MseLossBackward0>),8290
tensor(0.0830, grad_fn=<MseLossBackward0>),8300
tensor(0.0406, grad_fn=<MseLossBackward0>),8310
tensor(0.0063, grad_fn=<MseLossBackward0>),8320
tensor(0.0007, grad_fn=<MseLossBackward0>),8330
tensor(0.0011, grad_fn=<MseLossBackward0>),8340
tensor(0.0313, grad_fn=<MseLossBackward0>),8350
tensor(0.0034, grad_fn=<MseLossBackward0>),8360
tensor(0.0006, grad_fn=<MseLossBackward0>),8370
tensor(0.0061, grad_fn=<MseLossBackward0>),8380
tensor(0.0009, grad_fn=<MseLossBackward0>),8390
tensor(0.0269, grad_fn=<MseLossBackward0>),8400
tensor(0.0553, grad_fn=<MseLossBackward0>),8410
tensor(0.0119, grad_fn=<MseLossBackward0>),8420
tensor(0.0242, grad_fn=<MseLossBackward0>),8430
tensor(0.0031, grad_fn=<MseLossBackward0>),8440
tensor(0.0050, grad_fn=<MseLossBackward0>),8450
tensor(0.0005, grad_fn=<MseLossBackward0>),8460
tensor(0.0002, grad_fn=<MseLossBackward0>),8470
tensor(0.0003, grad_fn=<MseLossBackward0>),8480
tensor(0.0005, grad_fn=<MseLossBackward0>),8490
tensor(0.0007, grad_fn=<MseLossBackward0>),8500
tensor(0.0080, grad_fn=<MseLossBackward0>),8510
tensor(0.0013, grad_fn=<MseLossBackward0>),8520
tensor(0.0108, grad_fn=<MseLossBackward0>),8530
tensor(0.0034, grad_fn=<MseLossBackward0>),8540
tensor(0.0050, grad_fn=<MseLossBackward0>),8550
tensor(0.0008, grad_fn=<MseLossBackward0>),8560
tensor(0.0053, grad_fn=<MseLossBackward0>),8570
tensor(0.0322, grad_fn=<MseLossBackward0>),8580
tensor(0.0254, grad_fn=<MseLossBackward0>),8590
tensor(0.0057, grad_fn=<MseLossBackward0>),8600
tensor(0.0249, grad_fn=<MseLossBackward0>),8610
tensor(0.0003, grad_fn=<MseLossBackward0>),8620
tensor(0.0003, grad_fn=<MseLossBackward0>),8630
tensor(0.0006, grad_fn=<MseLossBackward0>),8640
tensor(0.0020, grad_fn=<MseLossBackward0>),8650
tensor(0.0099, grad_fn=<MseLossBackward0>),8660
tensor(0.0087, grad_fn=<MseLossBackward0>),8670
tensor(0.0022, grad_fn=<MseLossBackward0>),8680
tensor(0.0396, grad_fn=<MseLossBackward0>),8690
tensor(0.0013, grad_fn=<MseLossBackward0>),8700
tensor(0.0586, grad_fn=<MseLossBackward0>),8710
tensor(0.0012, grad_fn=<MseLossBackward0>),8720
tensor(0.0002, grad_fn=<MseLossBackward0>),8730
tensor(0.0089, grad_fn=<MseLossBackward0>),8740
tensor(0.0057, grad_fn=<MseLossBackward0>),8750
tensor(0.0003, grad_fn=<MseLossBackward0>),8760
tensor(0.0314, grad_fn=<MseLossBackward0>),8770
tensor(0.0020, grad_fn=<MseLossBackward0>),8780
tensor(0.0081, grad_fn=<MseLossBackward0>),8790
tensor(0.0045, grad_fn=<MseLossBackward0>),8800
tensor(0.0025, grad_fn=<MseLossBackward0>),8810
tensor(0.0018, grad_fn=<MseLossBackward0>),8820
tensor(0.0042, grad_fn=<MseLossBackward0>),8830
tensor(0.0007, grad_fn=<MseLossBackward0>),8840
tensor(0.0027, grad_fn=<MseLossBackward0>),8850
tensor(0.0032, grad_fn=<MseLossBackward0>),8860
tensor(0.0291, grad_fn=<MseLossBackward0>),8870
tensor(0.0061, grad_fn=<MseLossBackward0>),8880
tensor(0.0008, grad_fn=<MseLossBackward0>),8890
tensor(0.0005, grad_fn=<MseLossBackward0>),8900
tensor(0.0007, grad_fn=<MseLossBackward0>),8910
tensor(0.0029, grad_fn=<MseLossBackward0>),8920
tensor(0.0075, grad_fn=<MseLossBackward0>),8930
tensor(0.0101, grad_fn=<MseLossBackward0>),8940
tensor(0.0072, grad_fn=<MseLossBackward0>),8950
tensor(0.0256, grad_fn=<MseLossBackward0>),8960
tensor(0.0026, grad_fn=<MseLossBackward0>),8970
tensor(0.0012, grad_fn=<MseLossBackward0>),8980
tensor(0.0250, grad_fn=<MseLossBackward0>),8990
tensor(0.0080, grad_fn=<MseLossBackward0>),9000
tensor(0.0134, grad_fn=<MseLossBackward0>),9010
tensor(0.0022, grad_fn=<MseLossBackward0>),9020
tensor(0.0139, grad_fn=<MseLossBackward0>),9030
tensor(0.0054, grad_fn=<MseLossBackward0>),9040
tensor(0.0012, grad_fn=<MseLossBackward0>),9050
tensor(0.0558, grad_fn=<MseLossBackward0>),9060
tensor(0.0021, grad_fn=<MseLossBackward0>),9070
tensor(0.0009, grad_fn=<MseLossBackward0>),9080
tensor(0.0022, grad_fn=<MseLossBackward0>),9090
tensor(0.0038, grad_fn=<MseLossBackward0>),9100
tensor(0.0049, grad_fn=<MseLossBackward0>),9110
tensor(0.0102, grad_fn=<MseLossBackward0>),9120
tensor(0.0007, grad_fn=<MseLossBackward0>),9130
tensor(0.0136, grad_fn=<MseLossBackward0>),9140
tensor(0.1054, grad_fn=<MseLossBackward0>),9150
tensor(0.0019, grad_fn=<MseLossBackward0>),9160
tensor(0.0024, grad_fn=<MseLossBackward0>),9170
tensor(0.0050, grad_fn=<MseLossBackward0>),9180
tensor(0.0239, grad_fn=<MseLossBackward0>),9190
tensor(0.0029, grad_fn=<MseLossBackward0>),9200
tensor(0.0008, grad_fn=<MseLossBackward0>),9210
tensor(0.0054, grad_fn=<MseLossBackward0>),9220
tensor(0.0270, grad_fn=<MseLossBackward0>),9230
tensor(0.0032, grad_fn=<MseLossBackward0>),9240
tensor(0.0003, grad_fn=<MseLossBackward0>),9250
tensor(0.0004, grad_fn=<MseLossBackward0>),9260
tensor(0.0052, grad_fn=<MseLossBackward0>),9270
tensor(0.0037, grad_fn=<MseLossBackward0>),9280
tensor(0.0182, grad_fn=<MseLossBackward0>),9290
tensor(0.0006, grad_fn=<MseLossBackward0>),9300
tensor(0.0011, grad_fn=<MseLossBackward0>),9310
tensor(0.0002, grad_fn=<MseLossBackward0>),9320
tensor(0.0594, grad_fn=<MseLossBackward0>),9330
tensor(0.0027, grad_fn=<MseLossBackward0>),9340
tensor(0.0004, grad_fn=<MseLossBackward0>),9350
tensor(0.0317, grad_fn=<MseLossBackward0>),9360
tensor(0.0044, grad_fn=<MseLossBackward0>),9370
tensor(0.0187, grad_fn=<MseLossBackward0>),9380
tensor(0.0045, grad_fn=<MseLossBackward0>),9390
tensor(0.0226, grad_fn=<MseLossBackward0>),9400
tensor(0.0013, grad_fn=<MseLossBackward0>),9410
tensor(0.0005, grad_fn=<MseLossBackward0>),9420
tensor(0.0011, grad_fn=<MseLossBackward0>),9430
tensor(0.0018, grad_fn=<MseLossBackward0>),9440
tensor(0.0053, grad_fn=<MseLossBackward0>),9450
tensor(0.0736, grad_fn=<MseLossBackward0>),9460
tensor(0.0078, grad_fn=<MseLossBackward0>),9470
tensor(0.0603, grad_fn=<MseLossBackward0>),9480
tensor(0.0003, grad_fn=<MseLossBackward0>),9490
tensor(0.0045, grad_fn=<MseLossBackward0>),9500
tensor(0.0020, grad_fn=<MseLossBackward0>),9510
tensor(0.0018, grad_fn=<MseLossBackward0>),9520
tensor(0.0005, grad_fn=<MseLossBackward0>),9530
tensor(0.0013, grad_fn=<MseLossBackward0>),9540
tensor(0.0068, grad_fn=<MseLossBackward0>),9550
tensor(0.0092, grad_fn=<MseLossBackward0>),9560
tensor(0.0007, grad_fn=<MseLossBackward0>),9570
tensor(0.0043, grad_fn=<MseLossBackward0>),9580
tensor(0.0014, grad_fn=<MseLossBackward0>),9590
tensor(0.0024, grad_fn=<MseLossBackward0>),9600
tensor(0.0094, grad_fn=<MseLossBackward0>),9610
tensor(0.0188, grad_fn=<MseLossBackward0>),9620
tensor(0.0018, grad_fn=<MseLossBackward0>),9630
tensor(0.0141, grad_fn=<MseLossBackward0>),9640
tensor(0.0017, grad_fn=<MseLossBackward0>),9650
tensor(0.0044, grad_fn=<MseLossBackward0>),9660
