Index,Labels,Loss,Dist10nn,,,,,,AUC: 0.632817137547477,,
5172,0,0.019765673,0.00108681,0.022458203,0.000456736,0.000504371,,,,,
5173,0,0.006902046,0.002219301,0.005351659,9.81166E-06,2.86403E-05,,,,,
5174,0,0.017471994,0.00087688,0.019819842,0.000358836,0.000392826,,,,,
5175,0,0.01215683,0.0040033,0.010093052,3.70851E-05,0.00010187,,,,,
5176,0,0.004994982,0.007544859,0.002342091,2.70688E-05,5.48539E-06,,,,,
5177,0,0.006019134,0.005340732,0.001133829,1.7698E-05,1.28557E-06,,,,,
5178,0,0.011158575,0.004073378,0.00878334,2.21837E-05,7.71471E-05,,,,,
5179,0,0.00850002,0.001778135,0.00777719,3.59887E-05,6.04847E-05,,,,,
5180,0,0.010395061,0.001672498,0.010236089,7.33351E-05,0.000104778,,,,,
5181,0,0.009138628,0.004264886,0.006083462,3.30722E-06,3.70085E-05,,,,,
5182,0,0.013481812,0.00470839,0.011033323,4.00048E-05,0.000121734,,,,,
5183,0,0.014908826,0.003069753,0.014444027,0.000129374,0.00020863,,,,,
5184,0,0.012001571,0.00534821,0.008555341,1.02857E-05,7.31939E-05,,,,,
5185,0,0.011166675,0.001852702,0.011014074,8.39307E-05,0.00012131,,,,,
5186,0,0.00381135,0.003442061,0.000290873,9.92998E-06,8.46074E-08,,,,,
5187,0,0.010158938,0.006484343,0.005131026,1.83147E-06,2.63274E-05,,,,,
5188,0,0.009156138,0.010583469,0.000213377,0.000107539,4.55299E-08,,,,,
5189,0,0.013002132,0.011914084,0.003231964,7.53792E-05,1.04456E-05,,,,,
5190,0,0.01070828,0.011633413,0.00066413,0.000120325,4.41069E-07,,,,,
5191,0,0.009106981,0.004962098,0.005346952,1.48112E-07,2.85899E-05,,,,,
5192,0,0.010980139,0.002647922,0.009987215,5.38652E-05,9.97445E-05,,,,,
5193,0,0.010547408,0.004052695,0.008045076,1.59391E-05,6.47232E-05,,,,,
5194,0,0.006964603,0.005938541,0.001710104,1.78797E-05,2.92445E-06,,,,,
5195,0,0.006625295,0.006669756,0.000557535,3.73592E-05,3.10845E-07,,,,,
5196,0,0.01524877,0.011847949,0.006087974,3.31773E-05,3.70634E-05,,,,,
5197,0,0.013237627,0.002397767,0.013040718,0.000113272,0.00017006,,,,,
5198,0,0.014003457,0.002355579,0.014033914,0.000136383,0.000196951,,,,,
5199,0,0.013222733,0.003782403,0.011637587,6.17039E-05,0.000135433,,,,,
5200,0,0.012149954,0.002507727,0.011580085,8.23077E-05,0.000134098,,,,,
5201,0,0.008940716,0.000914754,0.009187827,6.84437E-05,8.44162E-05,,,,,
5202,0,0.010853384,0.001168515,0.011309217,0.000102834,0.000127898,,,,,
5203,0,0.015503963,0.000688541,0.01756428,0.000284791,0.000308504,,,,,
5204,0,0.017247815,0.000501466,0.019916871,0.000376958,0.000396682,,,,,
5205,0,0.014931158,0.000485646,0.017055866,0.000274572,0.000290903,,,,,
5206,0,0.012007768,0.000512434,0.013398812,0.000166059,0.000179528,,,,,
5207,0,0.007342595,0.000419174,0.007698861,5.29938E-05,5.92725E-05,,,,,
5208,0,0.011105522,0.000428988,0.012361849,0.000142393,0.000152815,,,,,
5209,0,0.009328998,0.000592553,0.009992196,8.83533E-05,9.9844E-05,,,,,
5210,0,0.012679323,0.000747505,0.013997679,0.000175567,0.000195935,,,,,
5211,0,0.010024695,0.000566489,0.010882177,0.000106413,0.000118422,,,,,
5212,0,0.010288173,0.000521905,0.011253948,0.000115177,0.000126651,,,,,
5213,0,0.00789046,0.001305724,0.007492649,3.8278E-05,5.61398E-05,,,,,
5214,0,0.013675875,0.000522946,0.015459755,0.000223108,0.000239004,,,,,
5215,0,0.009082661,0.000460463,0.009818385,8.75707E-05,9.64007E-05,,,,,
5216,0,0.011024188,0.000606595,0.012083241,0.000131713,0.000146005,,,,,
5217,0,0.011290602,0.000456977,0.012563692,0.000146573,0.000157846,,,,,
5218,0,0.010596531,0.000466847,0.011691925,0.000126002,0.000136701,,,,,
5219,0,0.007986926,0.000642073,0.008276091,5.82782E-05,6.84937E-05,,,,,
5220,0,0.014838242,0.000715901,0.016710227,0.000255818,0.000279232,,,,,
5221,0,0.012800692,0.000533736,0.014362164,0.000191225,0.000206272,,,,,
5222,0,0.015948369,0.000606352,0.018198332,0.000309478,0.000331179,,,,,
5223,0,0.008202078,0.000456968,0.008728372,6.84161E-05,7.61845E-05,,,,,
5224,0,0.01368248,0.001372425,0.014618479,0.000175458,0.0002137,,,,,
5225,0,0.010415647,0.000474986,0.011459164,0.000120652,0.000131312,,,,,
5226,0,0.010130424,0.000540645,0.011039316,0.000110222,0.000121866,,,,,
5227,0,0.007185887,0.000567462,0.007355972,4.60839E-05,5.41103E-05,,,,,
5228,0,0.013487666,0.001295048,0.014453936,0.000173156,0.000208916,,,,,
5229,0,0.014638985,0.001489467,0.015689224,0.000201633,0.000246152,,,,,
5230,0,0.015686673,0.001551746,0.016927965,0.000236428,0.000286556,,,,,
5231,0,0.009734693,0.00149698,0.009591561,6.55222E-05,9.1998E-05,,,,,
5232,0,0.011647352,0.001620815,0.011842866,0.00010449,0.000140253,,,,,
5233,0,0.010044758,0.001524188,0.009949392,7.09841E-05,9.89904E-05,,,,,
5234,0,0.013300341,0.001407606,0.014108758,0.000161319,0.000199057,,,,,
5235,0,0.00755224,0.001373934,0.007004438,3.17026E-05,4.90621E-05,,,,,
5236,0,0.012194716,0.001774982,0.012368417,0.000112221,0.000152978,,,,,
5237,0,0.00721612,0.001502722,0.006458256,2.45573E-05,4.17091E-05,,,,,
5238,0,0.013713548,0.001506345,0.014523139,0.000169437,0.000210922,,,,,
5239,0,0.003967377,0.002473269,0.00145342,1.04009E-06,2.11243E-06,,,,,
5240,0,0.015466358,0.001682569,0.016523554,0.000220255,0.000273028,,,,,
5241,0,0.012912652,0.001895674,0.013139258,0.000126418,0.00017264,,,,,
5242,0,0.005578369,0.001870727,0.004056491,4.77756E-06,1.64551E-05,,,,,
5243,0,0.013000779,0.001342029,0.013802338,0.000155259,0.000190505,,,,,
5244,0,0.012617579,0.001239422,0.013429087,0.000148588,0.00018034,,,,,
5245,0,0.005322521,0.001145338,0.004464168,1.10146E-05,1.99288E-05,,,,,
5246,0,0.015186235,0.001345388,0.016512878,0.000230053,0.000272675,,,,,
5247,0,0.013068511,0.001189609,0.014038869,0.000165103,0.00019709,,,,,
5248,0,0.007670211,0.001310152,0.007214716,3.48639E-05,5.20521E-05,,,,,
5249,0,0.009669017,0.001332204,0.009674782,6.95986E-05,9.36014E-05,,,,,
5250,0,0.007874871,0.001331183,0.007447832,3.74134E-05,5.54702E-05,,,,,
5251,0,0.014095107,0.001803588,0.014699717,0.00016631,0.000216082,,,,,
5252,0,0.010043993,0.001409896,0.010062734,7.48716E-05,0.000101259,,,,,
5253,0,0.008085503,0.001285749,0.007754829,4.1849E-05,6.01374E-05,,,,,
5254,0,0.015081661,0.001237463,0.016490943,0.000232669,0.000271951,,,,,
5255,0,0.011380614,0.001338862,0.011793585,0.000109301,0.000139089,,,,,
5256,0,0.011111042,0.001063407,0.011734285,0.000113868,0.000137693,,,,,
5257,0,0.009800714,0.001324451,0.009846075,7.26181E-05,9.69452E-05,,,,,
5258,0,0.012956203,0.001049275,0.014039738,0.000168752,0.000197114,,,,,
5259,0,0.007723861,0.000949033,0.007642458,4.48019E-05,5.84072E-05,,,,,
5260,0,0.006717952,0.001675465,0.005666888,1.59315E-05,3.21136E-05,,,,,
5261,0,0.006135419,0.001704163,0.004914801,1.03082E-05,2.41553E-05,,,,,
5262,0,0.006955671,0.000958978,0.006678574,3.27138E-05,4.46034E-05,,,,,
5263,0,0.013692962,0.00147476,0.014529161,0.000170417,0.000211097,,,,,
5264,0,0.013594688,0.001517063,0.014364821,0.000165065,0.000206348,,,,,
5265,0,0.011099309,0.001363439,0.011419683,0.000101128,0.000130409,,,,,
5266,0,0.013435457,0.001047741,0.014636409,0.000184652,0.000214224,,,,,
5267,0,0.008150778,0.001671957,0.007449679,3.33821E-05,5.54977E-05,,,,,
5268,0,0.008853987,0.000684596,0.009310285,7.44025E-05,8.66814E-05,,,,,
5269,0,0.006943915,0.000557758,0.007065196,4.23468E-05,4.9917E-05,,,,,
5270,0,0.009021877,0.001195771,0.009007596,6.10246E-05,8.11368E-05,,,,,
5271,0,0.013174911,0.000705244,0.014655361,0.000194606,0.00021478,,,,,
5272,0,0.009944221,0.000972279,0.010376455,8.84385E-05,0.000107671,,,,,
5273,0,0.010815392,0.010486853,0.0019437,7.29855E-05,3.77797E-06,,,,,
5274,0,0.007908095,0.018504873,0.009684601,7.77972E-05,9.37915E-05,,,,,
5275,0,0.008662387,0.01889955,0.009142599,9.51981E-05,8.35871E-05,,,,,
5276,0,0.010356861,0.01809372,0.00623257,0.000140687,3.88449E-05,,,,,
5277,0,0.015317967,0.028608096,0.010586245,0.000324787,0.000112069,,,,,
5278,0,0.008468978,0.014714041,0.005197265,9.0569E-05,2.70116E-05,,,,,
5279,0,0.002327491,0.013197935,0.011307657,3.57315E-06,0.000127863,,,,,
5280,0,0.010646395,0.010512222,0.001708472,7.7506E-05,2.91888E-06,,,,,
5281,0,0.009221203,0.01065043,0.00019954,0.000109221,3.98163E-08,,,,,
5282,0,0.007081023,0.011019937,0.003226722,6.07342E-05,1.04117E-05,,,,,
5283,0,0.015655288,0.008295347,0.010145389,3.42265E-06,0.000102929,,,,,
5284,0,0.011779802,0.011909178,0.00171898,0.00010384,2.95489E-06,,,,,
5285,0,0.010411632,0.007599061,0.004330103,1.06861E-05,1.87498E-05,,,,,
5286,0,0.004737851,0.013962511,0.009079048,2.38482E-05,8.24291E-05,,,,,
5287,0,0.007859676,0.012850621,0.004090476,7.67401E-05,1.6732E-05,,,,,
5288,0,0.008031768,0.01285026,0.00387641,8.053E-05,1.50266E-05,,,,,
5289,0,0.009945011,0.013225873,0.001876158,0.000128816,3.51997E-06,,,,,
5290,0,0.012607864,0.005905106,0.008751339,8.10104E-06,7.65859E-05,,,,,
5291,0,0.008788185,0.003208716,0.006704452,1.22202E-05,4.49497E-05,,,,,
5292,0,0.004616261,0.003935006,0.000797467,9.84415E-06,6.35954E-07,,,,,
5293,0,0.012776982,0.009936367,0.00493009,2.50628E-05,2.43058E-05,,,,,
5294,0,0.010349251,0.008563593,0.003288107,2.78308E-05,1.08116E-05,,,,,
5295,0,0.015914752,0.005785218,0.012977721,5.17321E-05,0.000168421,,,,,
5296,0,0.009466179,0.014789785,0.004034684,0.000115672,1.62787E-05,,,,,
5297,0,0.013320587,0.016735626,0.001194122,0.000241538,1.42593E-06,,,,,
5298,0,0.009695044,0.018826914,0.007787607,0.000121866,6.06468E-05,,,,,
5299,0,0.012132406,0.026572617,0.012506596,0.000197853,0.000156415,,,,,
5300,0,0.015796949,0.046748975,0.028132324,0.00034658,0.000791428,,,,,
5301,0,0.027293158,0.084910947,0.052018304,0.001081926,0.002705904,,,,,
5302,0,0.013869633,0.005251643,0.010971668,3.27187E-05,0.000120377,,,,,
5303,0,0.00674942,0.003508355,0.003873075,1.33021E-07,1.50007E-05,,,,,
5304,0,0.01294607,0.005909689,0.00916674,1.06084E-05,8.40291E-05,,,,,
5305,0,0.017165203,0.019130392,0.001185357,0.000322024,1.40507E-06,,,,,
5306,0,0.010723653,0.025751496,0.013434864,0.000151699,0.000180496,,,,,
5307,0,0.013520736,0.042765653,0.026975603,0.000249326,0.000727683,,,,,
5308,0,0.007902354,0.009978566,0.001165423,7.76715E-05,1.35821E-06,,,,,
5309,0,0.011127129,0.010486853,0.002330816,6.65209E-05,5.4327E-06,,,,,
5310,0,0.013386012,0.013848604,0.001774145,0.000145793,3.14759E-06,,,,,
5311,0,0.011963457,0.007197823,0.006658398,2.90979E-07,4.43343E-05,,,,,
5312,0,0.004926015,0.007362075,0.00224495,2.6185E-05,5.0398E-06,,,,,
5313,0,0.012974772,0.005637772,0.0094743,1.4719E-05,8.97624E-05,,,,,
5314,0,0.00995554,0.002569334,0.008793456,3.87397E-05,7.73249E-05,,,,,
5315,0,0.009461981,0.00478735,0.005962538,1.38107E-06,3.55519E-05,,,,,
5316,0,0.010129579,0.003114708,0.008464203,2.86171E-05,7.16427E-05,,,,,
5317,0,0.01159179,0.002113003,0.011281682,8.40647E-05,0.000127276,,,,,
5318,0,0.009290325,0.002526969,0.008009756,3.0061E-05,6.41562E-05,,,,,
5319,0,0.007117785,0.00201553,0.005823336,1.44994E-05,3.39112E-05,,,,,
5320,0,0.008094336,0.001345809,0.007705737,4.04487E-05,5.93784E-05,,,,,
5321,0,0.006240829,0.001619088,0.005130773,1.23319E-05,2.63248E-05,,,,,
5322,0,0.022130126,0.000682516,0.025798674,0.000630821,0.000665572,,,,,
5323,0,0.009363679,0.001207239,0.009420578,6.7459E-05,8.87473E-05,,,,,
5324,0,0.017126466,0.006427417,0.013840228,5.49498E-05,0.000191552,,,,,
5325,0,0.007344492,0.001728699,0.006391691,2.17435E-05,4.08537E-05,,,,,
5326,0,0.014124337,0.001929943,0.014609659,0.000160775,0.000213442,,,,,
5327,0,0.009119009,0.001972017,0.008351968,4.07038E-05,6.97554E-05,,,,,
5328,0,0.012100564,0.001650968,0.012375512,0.000115016,0.000153153,,,,,
5329,0,0.013355754,0.00823561,0.007349565,7.85076E-07,5.40161E-05,,,,,
5330,0,0.007468941,0.001554424,0.006720507,2.66884E-05,4.51652E-05,,,,,
5331,0,0.011986955,0.004992885,0.008892515,1.52071E-05,7.90768E-05,,,,,
5332,0,0.009006411,0.001432381,0.008751781,5.35736E-05,7.65937E-05,,,,,
5333,0,0.013889523,0.001339656,0.014908353,0.00018411,0.000222259,,,,,
5334,0,0.010550117,0.001684079,0.010417056,7.62649E-05,0.000108515,,,,,
5335,0,0.0089865,0.005496172,0.004663264,6.93735E-07,2.1746E-05,,,,,
5336,0,0.007040916,0.003710971,0.004032438,1.03341E-07,1.62606E-05,,,,,
5337,0,0.007714914,0.001370844,0.007209536,3.40903E-05,5.19774E-05,,,,,
5338,0,0.007700373,0.001403082,0.007159241,3.31334E-05,5.12547E-05,,,,,
5339,0,0.009677047,0.004502323,0.006514633,4.04939E-06,4.24404E-05,,,,,
5340,0,0.010470376,0.002052054,0.009950059,6.23785E-05,9.90037E-05,,,,,
5341,0,0.013283171,0.004409267,0.011085774,4.45758E-05,0.000122894,,,,,
5342,0,0.00530047,0.001228524,0.004353599,9.7661E-06,1.89538E-05,,,,,
5343,0,0.012220501,0.000608383,0.013567035,0.000167927,0.000184064,,,,,
5344,0,0.013318208,0.000801471,0.014737079,0.000194201,0.000217182,,,,,
5345,0,0.009280651,0.001420318,0.009104394,5.9045E-05,8.289E-05,,,,,
5346,0,0.006441088,0.00557939,0.001419153,1.73076E-05,2.014E-06,,,,,
5347,0,0.009101899,0.00203282,0.008269918,3.89014E-05,6.83915E-05,,,,,
5348,0,0.006702769,0.00285273,0.004470768,2.61805E-06,1.99878E-05,,,,,
5349,0,0.011733747,0.00312144,0.010449528,5.37009E-05,0.000109193,,,,,
5350,0,0.01848393,0.003704726,0.018248618,0.000211525,0.000333012,,,,,
5351,0,0.011873856,0.003865696,0.009879259,3.61629E-05,9.75998E-05,,,,,
5352,0,0.007774939,0.003766665,0.004888255,1.25796E-06,2.3895E-05,,,,,
5353,0,0.010599149,0.003490311,0.008671713,2.68469E-05,7.51986E-05,,,,,
5354,0,0.011137263,0.002785926,0.010044327,5.26844E-05,0.000100889,,,,,
5355,0,0.012083601,0.003576945,0.01042847,4.69434E-05,0.000108753,,,,,
5356,0,0.009915121,0.003686263,0.007626334,1.55242E-05,5.8161E-05,,,,,
5357,0,0.00842095,0.005832962,0.003624174,4.87874E-06,1.31346E-05,,,,,
5358,0,0.010443574,0.002628831,0.00934,4.50398E-05,8.72356E-05,,,,,
5359,0,0.014403203,0.004551281,0.012334617,6.05803E-05,0.000152143,,,,,
5360,0,0.006323625,0.005546478,0.001306199,1.798E-05,1.70616E-06,,,,,
5361,0,0.009949178,0.005322696,0.006032193,5.03386E-07,3.63874E-05,,,,,
5362,0,0.014440538,0.005703419,0.011228841,3.05303E-05,0.000126087,,,,,
5363,0,0.012977698,0.00604225,0.009073456,9.18821E-06,8.23276E-05,,,,,
5364,0,0.011529746,0.005552544,0.007765094,4.89538E-06,6.02967E-05,,,,,
5365,0,0.005998404,0.005206506,0.001242313,1.57148E-05,1.54334E-06,,,,,
5366,0,0.010529596,0.005100755,0.006974898,3.51241E-06,4.86492E-05,,,,,
5367,0,0.014272561,0.006145545,0.010578122,1.96477E-05,0.000111897,,,,,
5368,0,0.01581262,0.005476674,0.013159438,5.90249E-05,0.000173171,,,,,
5369,0,0.009176393,0.007085766,0.003309479,1.42603E-05,1.09526E-05,,,,,
5370,0,0.007859189,0.006594651,0.00216489,1.96228E-05,4.68675E-06,,,,,
5371,0,0.006283098,0.005627272,0.001175079,1.9822E-05,1.38081E-06,,,,,
5372,0,0.003684563,0.006361591,0.002786101,1.27841E-05,7.76236E-06,,,,,
5373,0,0.017366136,0.006282798,0.01428247,6.39947E-05,0.000203989,,,,,
5374,0,0.010026874,0.005867354,0.005584017,8.02799E-08,3.11813E-05,,,,,
5375,0,0.01189018,0.004958674,0.008806552,1.48062E-05,7.75554E-05,,,,,
5376,0,0.010356742,0.00496521,0.006895792,3.72715E-06,4.7552E-05,,,,,
5377,0,0.006356184,0.004974627,0.001918482,9.34002E-06,3.68057E-06,,,,,
5378,0,0.009690958,0.004141272,0.00689296,7.57178E-06,4.75129E-05,,,,,
5379,0,0.010987599,0.003500296,0.009144105,3.18526E-05,8.36147E-05,,,,,
5380,0,0.009161449,0.003402293,0.006974394,1.27599E-05,4.86422E-05,,,,,
5381,0,0.010352353,0.00301631,0.008839242,3.39065E-05,7.81322E-05,,,,,
5382,0,0.005918533,0.002693046,0.003656588,9.28414E-07,1.33706E-05,,,,,
5383,0,0.013099246,0.002421628,0.012845015,0.000108647,0.000164994,,,,,
5384,0,0.007655043,0.018335279,0.009829247,7.23526E-05,9.66141E-05,,,,,
5385,0,0.011331279,0.028523484,0.015452301,0.000170856,0.000238774,,,,,
5386,0,0.010134815,0.027787608,0.016202194,0.000134222,0.000262511,,,,,
5387,0,0.005769804,0.028790862,0.02262592,3.80065E-05,0.000511932,,,,,
5388,0,0.011834732,0.043036376,0.029340005,0.000187591,0.000860836,,,,,
5389,0,0.013641062,0.028617032,0.012677561,0.000254067,0.000160721,,,,,
5390,0,0.014059412,0.026157449,0.009698471,0.000270898,9.40603E-05,,,,,
5391,0,0.009384595,0.024149774,0.013495984,0.000113503,0.000182142,,,,,
5392,0,0.010925959,0.026562701,0.013994845,0.000157951,0.000195856,,,,,
5393,0,0.010049258,0.026065974,0.014586806,0.000131771,0.000212775,,,,,
5394,0,0.008231106,0.021449593,0.012228206,8.5034E-05,0.000149529,,,,,
5395,0,0.010485688,0.025476127,0.013455,0.000144507,0.000181037,,,,,
5396,0,0.007162783,0.017256773,0.009362028,6.2327E-05,8.76476E-05,,,,,
5397,0,0.019095138,0.032081042,0.0093687,0.00051585,8.77725E-05,,,,,
5398,0,0.007644064,0.009426889,0.00093449,7.21208E-05,8.73271E-07,,,,,
5399,0,0.01065101,0.013480012,0.001253587,0.000149485,1.57148E-06,,,,,
5400,0,0.010548174,0.01268194,0.000583217,0.000146379,3.40142E-07,,,,,
5401,0,0.007092858,0.00579581,0.002012101,1.43165E-05,4.04855E-06,,,,,
5402,0,0.009316367,0.005879152,0.004689912,1.41429E-06,2.19953E-05,,,,,
5403,0,0.011510452,0.010650855,0.002642825,6.41285E-05,6.98452E-06,,,,,
5404,0,0.015972631,0.012594827,0.006239986,4.0384E-05,3.89374E-05,,,,,
5405,0,0.011971923,0.009144009,0.004722724,1.95478E-05,2.23041E-05,,,,,
5406,0,0.005204619,0.012314168,0.006851071,2.98454E-05,4.69372E-05,,,,,
5407,0,0.009936729,0.023525882,0.012186452,0.000128583,0.00014851,,,,,
5408,0,0.008419591,0.017488892,0.008033444,8.94055E-05,6.45362E-05,,,,,
5409,0,0.006643292,0.015954859,0.008705219,5.25573E-05,7.57808E-05,,,,,
5410,0,0.016818182,0.031940769,0.012055951,0.000395406,0.000145346,,,,,
5411,0,0.010146233,0.033731293,0.022131701,0.000134551,0.000489812,,,,,
5412,0,0.00611038,0.020030466,0.013442596,4.34E-05,0.000180703,,,,,
5413,0,0.011239169,0.01116754,0.00178926,8.79521E-05,3.20145E-06,,,,,
5414,0,0.009364048,0.010410679,0.000217596,0.000103899,4.73482E-08,,,,,
5415,0,0.005906713,0.013050446,0.006715489,4.01317E-05,4.50978E-05,,,,,
5416,0,0.018876156,0.025728053,0.003287644,0.000503572,1.08086E-05,,,,,
5417,0,0.005934419,0.025472204,0.019102843,4.05688E-05,0.000364919,,,,,
5418,0,0.015174867,0.018543289,0.000699139,0.000318414,4.88796E-07,,,,,
5419,0,0.016814371,0.028307361,0.008427275,0.000395218,7.1019E-05,,,,,
5420,0,0.007474597,0.018335279,0.010053324,6.85908E-05,0.000101069,,,,,
5421,0,0.011122538,0.018215424,0.005403457,0.000164147,2.91973E-05,,,,,
5422,0,0.00589764,0.015888379,0.009564689,3.99891E-05,9.14833E-05,,,,,
5423,0,0.007991349,0.017617888,0.008694231,7.96317E-05,7.55897E-05,,,,,
5424,0,0.014742829,0.02280204,0.005494395,0.000299555,3.01884E-05,,,,,
5425,0,0.013403378,0.021549203,0.005904888,0.000244745,3.48677E-05,,,,,
5426,0,0.015407071,0.021804045,0.003671544,0.000328788,1.34802E-05,,,,,
5427,0,0.008384995,0.024517191,0.015104705,8.85949E-05,0.000228152,,,,,
5428,0,0.010308292,0.02194205,0.010141213,0.00013926,0.000102844,,,,,
5429,0,0.010533612,0.016333832,0.004253192,0.000145942,1.80896E-05,,,,,
5430,0,0.016410162,0.012686291,0.006691847,3.59334E-05,4.47808E-05,,,,,
5431,0,0.012756341,0.011912375,0.002928449,8.07109E-05,8.57581E-06,,,,,
5432,0,0.010581901,0.012214795,7.41899E-05,0.000147394,5.50414E-09,,,,,
5433,0,0.011804178,0.012722272,0.000936157,0.000138913,8.76389E-07,,,,,
5434,0,0.015347729,0.013495334,0.004563476,7.97781E-05,2.08253E-05,,,,,
5435,0,0.017665794,0.021772123,0.00083474,0.000438374,6.9679E-07,,,,,
5436,0,0.021199189,0.015077462,0.010247691,2.33267E-05,0.000105015,,,,,
5437,0,0.007826206,0.012964705,0.004246122,7.60137E-05,1.80296E-05,,,,,
5438,0,0.014304845,0.011666914,0.005096843,4.31658E-05,2.59778E-05,,,,,
5439,0,0.009623521,0.013469265,0.002518776,0.000119913,6.34423E-06,,,,,
5440,0,0.01039059,0.013492154,0.00158912,0.000141682,2.5253E-06,,,,,
5441,0,0.011898287,0.017417882,0.003642588,0.000189759,1.32684E-05,,,,,
5442,0,0.014395458,0.02414718,0.007270901,0.000284809,5.2866E-05,,,,,
5443,0,0.008086844,0.02907028,0.020028037,8.17622E-05,0.000401122,,,,,
5444,0,0.007551846,0.020026332,0.01164845,7.01889E-05,0.000135686,,,,,
5445,0,0.007773207,0.018071492,0.009418723,7.48704E-05,8.87123E-05,,,,,
5446,0,0.00817851,0.01735651,0.008200436,8.38337E-05,6.72472E-05,,,,,
5447,0,0.017898839,0.010865735,0.010361042,2.54715E-07,0.000107351,,,,,
5448,0,0.011779137,0.007156882,0.006470449,4.7119E-07,4.18667E-05,,,,,
5449,0,0.005717865,0.007580823,0.001480377,3.72154E-05,2.19152E-06,,,,,
5450,0,0.010764611,0.007470461,0.004897033,6.62253E-06,2.39809E-05,,,,,
5451,0,0.010288835,0.00809626,0.003680416,1.94997E-05,1.35455E-05,,,,,
5452,0,0.012938638,0.009972743,0.005094458,2.37977E-05,2.59535E-05,,,,,
5453,0,0.010076689,0.013310829,0.001797596,0.000132555,3.23135E-06,,,,,
5454,0,0.013920507,0.011942382,0.004344103,5.77338E-05,1.88712E-05,,,,,
5455,0,0.014277731,0.013636863,0.003093223,0.000111168,9.56803E-06,,,,,
5456,0,0.009617089,0.00825656,0.002685942,3.10318E-05,7.21428E-06,,,,,
5457,0,0.01240688,0.019654544,0.005247681,0.000207558,2.75382E-05,,,,,
5458,0,0.014858409,0.00698914,0.010462033,1.2061E-05,0.000109454,,,,,
5459,0,0.006443831,0.006006981,0.000994968,2.51203E-05,9.89962E-07,,,,,
5460,0,0.009598907,0.006834856,0.004085067,7.56134E-06,1.66878E-05,,,,,
5461,0,0.0174321,0.009014126,0.011633055,6.85879E-06,0.000135328,,,,,
5462,0,0.005046555,0.011545935,0.006279123,2.77393E-05,3.94274E-05,,,,,
5463,0,0.008078419,0.014803242,0.005771462,8.15731E-05,3.33098E-05,,,,,
5464,0,0.008897806,0.010090033,4.07375E-05,0.000100988,1.65955E-09,,,,,
5465,0,0.009037004,0.01043113,0.000208978,0.000104492,4.3672E-08,,,,,
5466,0,0.010130768,0.006248707,0.005331681,8.40935E-07,2.84268E-05,,,,,
5467,0,0.008319178,0.00646685,0.002863905,1.29812E-05,8.20195E-06,,,,,
5468,0,0.010621583,0.017582527,0.005392646,0.000148593,2.90806E-05,,,,,
5469,0,0.013647963,0.007335225,0.008612816,1.63224E-06,7.41806E-05,,,,,
5470,0,0.009895453,0.007154288,0.004133886,9.12283E-06,1.7089E-05,,,,,
5471,0,0.0075813,0.008043452,0.000371006,5.88664E-05,1.37646E-07,,,,,
5472,0,0.010399114,0.012468337,0.000554717,0.000141934,3.07711E-07,,,,,
5473,0,0.010901536,0.0115399,0.000997628,0.000111139,9.95262E-07,,,,,
5474,0,0.013338956,0.010796177,0.004768138,3.63372E-05,2.27351E-05,,,,,
5475,0,0.008324341,0.010949671,0.001612504,8.71827E-05,2.60017E-06,,,,,
5476,0,0.011949236,0.005865502,0.007973059,4.4418E-06,6.35697E-05,,,,,
5477,0,0.015868986,0.005660193,0.013045914,5.45489E-05,0.000170196,,,,,
5478,0,0.004134609,0.007344801,0.003210444,1.70929E-05,1.0307E-05,,,,,
5479,0,0.006653864,0.019351378,0.012088609,5.27478E-05,0.000146134,,,,,
5480,0,0.009615662,0.011527814,0.000587084,0.0001197,3.44668E-07,,,,,
5481,0,0.007464983,0.01955384,0.011283824,6.83932E-05,0.000127325,,,,,
5482,0,0.012259032,0.018985279,0.004762013,0.000202301,2.26768E-05,,,,,
5483,0,0.010795595,0.021236379,0.008830409,0.000153908,7.79761E-05,,,,,
5484,0,0.011524801,0.019426498,0.006115,0.000177196,3.73932E-05,,,,,
5485,0,0.011362372,0.014675095,0.001565301,0.000171867,2.45017E-06,,,,,
5486,0,0.012519192,0.020280966,0.005734633,0.000211596,3.2886E-05,,,,,
5487,0,0.012725938,0.012253998,0.002549071,9.41856E-05,6.49776E-06,,,,,
5488,0,0.012205174,0.014616481,0.000460096,0.000200403,2.11688E-07,,,,,
5489,0,0.017130349,0.014506252,0.005766216,7.63882E-05,3.32492E-05,,,,,
5490,0,0.009148092,0.014527969,0.004167868,0.000107332,1.73711E-05,,,,,
5491,0,0.015733597,0.013480977,0.005057004,7.09633E-05,2.55733E-05,,,,,
5492,0,0.014370769,0.013409391,0.00343623,9.94639E-05,1.18077E-05,,,,,
5493,0,0.017546007,0.014273167,0.006515465,6.01819E-05,4.24513E-05,,,,,
5494,0,0.00968285,0.021377448,0.010353286,0.000121532,0.000107191,,,,,
5495,0,0.056005532,0.0609109,0.007636769,0.002838133,5.83202E-05,,,,,
5496,0,0.03116123,0.086937846,0.049241831,0.00142099,0.002424758,,,,,
5497,0,0.029739349,0.073031984,0.03710166,0.001290988,0.001376533,,,,,
5498,0,0.034600996,0.068970959,0.027003442,0.001761273,0.000729186,,,,,
5499,0,0.035931797,0.124429643,0.080809538,0.001902714,0.006530181,,,,,
